soundlog_id,author,language_code,voice_type,creation_date,audio_size,session_type,expected_response,overall_score,phoneme_response,xml_path,audio_path
9932d9dd-44c9-4478-89e6-e3b7d0162973,6f032c38-b79d-46d4-8e80-57aad8da28cf,de-DE,male,2022-09-14T22:55:03Z,38444,ListenForPhrasesGMMSession,Er isst.,10,,mrh/99//9932d9dd-44c9-4478-89e6-e3b7d0162973.xml,mrh/99//9932d9dd-44c9-4478-89e6-e3b7d0162973.wav
9ad9aaba-05ad-499a-99ef-32ff83fe2124,8d7a92b5-cefb-4f5d-b759-895cb066ba64,de-DE,male,2022-09-12T15:23:00Z,76844,ListenForPhrasesGMMSession,Er ist zum Supermarkt gegangen.,10,,mrh/9a//9ad9aaba-05ad-499a-99ef-32ff83fe2124.xml,mrh/9a//9ad9aaba-05ad-499a-99ef-32ff83fe2124.wav
a1c08126-fa71-416f-9d7a-261fb2476426,c535465c-ad4a-4a57-b776-1b13bd40925c,de-DE,male,2022-09-11T09:55:22Z,83884,ListenForPhrasesGMMSession,eine Holzschüssel,10,,mrh/a1//a1c08126-fa71-416f-9d7a-261fb2476426.xml,mrh/a1//a1c08126-fa71-416f-9d7a-261fb2476426.wav
ae104145-b129-4ac9-83a9-09b05073afa2,71f8bf3a-4a02-447b-a66f-76b57dcde483,de-DE,male,2022-09-14T05:58:29Z,207404,ListenForPhrasesGMMSession,Diese Maschine erntet den Mais.,10,,mrh/ae//ae104145-b129-4ac9-83a9-09b05073afa2.xml,mrh/ae//ae104145-b129-4ac9-83a9-09b05073afa2.wav
af95a323-ad18-410c-bf67-777d6c7651c7,cfee5751-d998-467a-8f22-989978d8da48,de-DE,male,2022-09-12T18:48:42Z,94764,ListenForPhrasesGMMSession,"Ja, am Donnerstag habe ich Zeit.",10,,mrh/af//af95a323-ad18-410c-bf67-777d6c7651c7.xml,mrh/af//af95a323-ad18-410c-bf67-777d6c7651c7.wav
b2dfe9b6-f444-49cd-b751-f0275dcb28ef,93f1f7b2-31ec-4f88-ad47-1b99a2ae290f,de-DE,male,2022-09-14T10:52:50Z,53804,ListenForPhrasesGMMSession,Er isst.,10,,mrh/b2//b2dfe9b6-f444-49cd-b751-f0275dcb28ef.xml,mrh/b2//b2dfe9b6-f444-49cd-b751-f0275dcb28ef.wav
b495aa1c-3598-44d7-982d-2615a2f32793,fa1d8ab6-1b52-4a52-b2e7-f34055b599e5,de-DE,male,2022-09-14T08:15:10Z,68524,ListenForPhrasesGMMSession,Was ist los?,10,,mrh/b4//b495aa1c-3598-44d7-982d-2615a2f32793.xml,mrh/b4//b495aa1c-3598-44d7-982d-2615a2f32793.wav
bcd85c30-2e5a-49e5-b4e9-662b21d3b3d8,6052ef59-3607-4b8c-b221-a50c2615c9fe,de-DE,male,2022-09-13T10:04:30Z,33324,ListenForPhrasesGMMSession,zehn,10,,mrh/bc//bcd85c30-2e5a-49e5-b4e9-662b21d3b3d8.xml,mrh/bc//bcd85c30-2e5a-49e5-b4e9-662b21d3b3d8.wav
c3e809fc-ad0a-472e-815e-b44453813103,5f3825d3-6156-4c25-ac04-59d854f3ff8a,de-DE,male,2022-09-14T15:13:33Z,151084,ListenForPhrasesGMMSession,Sie werden heute Nachmittag auf den Berg klettern.,10,,mrh/c3//c3e809fc-ad0a-472e-815e-b44453813103.xml,mrh/c3//c3e809fc-ad0a-472e-815e-b44453813103.wav
c571a35b-037c-41f0-afdf-7e3ba84e2e8c,32ddfe15-a8e0-44db-9b14-06e1d40fcaf4,de-DE,male,2022-09-12T17:19:02Z,23724,ListenForPhrasesGMMSession,A,10,,mrh/c5//c571a35b-037c-41f0-afdf-7e3ba84e2e8c.xml,mrh/c5//c571a35b-037c-41f0-afdf-7e3ba84e2e8c.wav
c99289a2-de29-43d1-8a9c-c853bd453236,92c57afd-890c-4688-907f-9f66b045f62f,de-DE,male,2022-09-14T13:15:48Z,70444,ListenForPhrasesGMMSession,Es ist Abend.,10,,mrh/c9//c99289a2-de29-43d1-8a9c-c853bd453236.xml,mrh/c9//c99289a2-de29-43d1-8a9c-c853bd453236.wav
ca17f681-7cc6-461e-b7a4-95e2e54a7002,6f032c38-b79d-46d4-8e80-57aad8da28cf,de-DE,male,2022-09-14T22:53:22Z,53804,ListenForPhrasesGMMSession,Sie essen.,10,,mrh/ca//ca17f681-7cc6-461e-b7a4-95e2e54a7002.xml,mrh/ca//ca17f681-7cc6-461e-b7a4-95e2e54a7002.wav
cb12475d-6697-4751-bc03-1d9550095e36,f995abc8-2d43-4478-b3b8-e094d7d5bcaa,de-DE,male,2022-09-12T22:41:34Z,48684,ListenForPhrasesGMMSession,Wo kommen Sie her?,10,,mrh/cb//cb12475d-6697-4751-bc03-1d9550095e36.xml,mrh/cb//cb12475d-6697-4751-bc03-1d9550095e36.wav
cb3d05fb-d6da-4dee-a3c3-580a207d664b,862e9ad3-ce7f-4f09-877c-c65a60df735a,de-DE,male,2022-09-14T13:14:43Z,46124,ListenForPhrasesGMMSession,der Strand,10,,mrh/cb//cb3d05fb-d6da-4dee-a3c3-580a207d664b.xml,mrh/cb//cb3d05fb-d6da-4dee-a3c3-580a207d664b.wav
ccea2a85-b74d-4ed4-b658-ba980d1539be,7ac43f72-52a5-4b17-9b9c-83f499e9480b,de-DE,male,2022-09-11T17:14:52Z,110124,ListenForPhrasesGMMSession,Die Männer sehen sich das Spiel im Fernsehen an.,10,,mrh/cc//ccea2a85-b74d-4ed4-b658-ba980d1539be.xml,mrh/cc//ccea2a85-b74d-4ed4-b658-ba980d1539be.wav
d08ff9cd-0a66-498b-b89c-c8f834d41cc7,4b172f0e-1257-4a07-a6dc-a8f83b8a8e58,de-DE,male,2022-09-12T20:30:12Z,412204,ListenForPhrasesGMMSession,Auf Wiedersehen.,10,,mrh/d0//d08ff9cd-0a66-498b-b89c-c8f834d41cc7.xml,mrh/d0//d08ff9cd-0a66-498b-b89c-c8f834d41cc7.wav
d27672dd-4c9d-435c-b1ab-eec4eb32801c,ae44235a-583e-4485-93f3-7b76ad233637,de-DE,male,2022-09-11T17:53:14Z,119084,ListenForPhrasesGMMSession,Warum trägst du einen Pullover?,10,,mrh/d2//d27672dd-4c9d-435c-b1ab-eec4eb32801c.xml,mrh/d2//d27672dd-4c9d-435c-b1ab-eec4eb32801c.wav
d3aa0da9-ea03-4a29-8f7e-27d826eb810d,f2dd809c-afd0-4ec6-9f69-1bb5de758d86,de-DE,male,2022-09-13T13:07:29Z,51244,ListenForPhrasesGMMSession,Es ist Morgen.,10,,mrh/d3//d3aa0da9-ea03-4a29-8f7e-27d826eb810d.xml,mrh/d3//d3aa0da9-ea03-4a29-8f7e-27d826eb810d.wav
d4522e66-32db-40b0-a98d-d024e7176184,92c57afd-890c-4688-907f-9f66b045f62f,de-DE,male,2022-09-15T12:54:10Z,78124,ListenForPhrasesGMMSession,Guten Morgen.,10,,mrh/d4//d4522e66-32db-40b0-a98d-d024e7176184.xml,mrh/d4//d4522e66-32db-40b0-a98d-d024e7176184.wav
d493760f-80ae-4e50-a687-82fcd7ad0cf3,799e220f-997f-4521-bed7-f35006034a10,de-DE,male,2022-09-13T02:24:34Z,46124,ListenForPhrasesGMMSession,Warum nicht?,10,,mrh/d4//d493760f-80ae-4e50-a687-82fcd7ad0cf3.xml,mrh/d4//d493760f-80ae-4e50-a687-82fcd7ad0cf3.wav
d7eac2d8-c19f-4a50-94ce-655fc3852a14,af7c41d1-034c-40ef-b464-4472d76c3ff5,de-DE,male,2022-09-11T06:33:43Z,71724,ListenForPhrasesGMMSession,die Frau,10,,mrh/d7//d7eac2d8-c19f-4a50-94ce-655fc3852a14.xml,mrh/d7//d7eac2d8-c19f-4a50-94ce-655fc3852a14.wav
d89d8e08-2581-428b-a95f-e6fc00def8f5,adee65ab-cbbd-46f7-8366-f496f5332e75,de-DE,male,2022-09-15T13:51:31Z,215084,ListenForPhrasesGMMSession,Entschuldigen Sie bitte. Ich möchte ein Buch kaufen. Wo ist die Buchhandlung?,10,,mrh/d8//d89d8e08-2581-428b-a95f-e6fc00def8f5.xml,mrh/d8//d89d8e08-2581-428b-a95f-e6fc00def8f5.wav
d8e19b7d-de3e-4241-8395-d41cc6e126bb,b6c53a8c-893e-429d-a6c8-ffb7c68a6bd4,de-DE,male,2022-09-13T03:50:49Z,84524,ListenForPhrasesGMMSession,Was ist los?,10,,mrh/d8//d8e19b7d-de3e-4241-8395-d41cc6e126bb.xml,mrh/d8//d8e19b7d-de3e-4241-8395-d41cc6e126bb.wav
dab84f0e-2172-42b9-a8bd-24fa8e7fc478,915fb2b6-b5a3-45ab-8493-08b712e0c3cd,de-DE,male,2022-09-13T17:05:26Z,112684,ListenForPhrasesGMMSession,Ihre Haare sind trocken.,10,,mrh/da//dab84f0e-2172-42b9-a8bd-24fa8e7fc478.xml,mrh/da//dab84f0e-2172-42b9-a8bd-24fa8e7fc478.wav
dc67ce75-189d-4aee-9394-8fb6fa554aa1,7c16b557-0417-4c99-9411-20b5d50b8e3b,de-DE,male,2022-09-13T16:05:28Z,32044,ListenForPhrasesGMMSession,"Hallo, Papa.",10,,mrh/dc//dc67ce75-189d-4aee-9394-8fb6fa554aa1.xml,mrh/dc//dc67ce75-189d-4aee-9394-8fb6fa554aa1.wav
dd2c1f27-16e5-4b40-8b72-96c287f38ac6,c787bd18-6321-4c00-b48e-228ee677029f,de-DE,male,2022-09-13T15:13:28Z,38444,ListenForPhrasesGMMSession,Er schwimmt.,10,,mrh/dd//dd2c1f27-16e5-4b40-8b72-96c287f38ac6.xml,mrh/dd//dd2c1f27-16e5-4b40-8b72-96c287f38ac6.wav
de2f45ac-ad44-4213-8746-639672830363,fe3319b1-79c3-40aa-8aaf-4cbcffd75a39,de-DE,male,2022-09-14T03:35:59Z,38444,ListenForPhrasesGMMSession,der Junge,10,,mrh/de//de2f45ac-ad44-4213-8746-639672830363.xml,mrh/de//de2f45ac-ad44-4213-8746-639672830363.wav
eb70ca41-8ded-410c-a2a3-8769830aa5c9,238a8aeb-f5e6-4bf3-81c0-c7e19eecf1b5,de-DE,male,2022-09-12T19:02:26Z,123564,ListenForPhrasesGMMSession,Trage die Eier nicht so.,10,,mrh/eb//eb70ca41-8ded-410c-a2a3-8769830aa5c9.xml,mrh/eb//eb70ca41-8ded-410c-a2a3-8769830aa5c9.wav
ee662b6f-0aa8-41bc-a202-91c4910ad8ee,e5ba28ff-b786-44e1-9d9b-fdc2ee9eeef8,de-DE,male,2022-09-14T16:47:52Z,105004,ListenForPhrasesGMMSession,Früher war sie Lehrerin.,10,,mrh/ee//ee662b6f-0aa8-41bc-a202-91c4910ad8ee.xml,mrh/ee//ee662b6f-0aa8-41bc-a202-91c4910ad8ee.wav
f0551466-0a46-4094-8c22-6e7f8fe22a66,82c68651-4ab8-402b-9738-c768dc18baa6,de-DE,male,2022-09-14T07:00:04Z,84524,ListenForPhrasesGMMSession,Die Sonnenbrille kostet zwanzig Euro.,10,,mrh/f0//f0551466-0a46-4094-8c22-6e7f8fe22a66.xml,mrh/f0//f0551466-0a46-4094-8c22-6e7f8fe22a66.wav
f54653a6-2449-4799-9d7d-c303647441fd,5d3a3b44-afb0-4b61-8e24-335796c4b8d2,de-DE,male,2022-09-15T14:45:30Z,130604,ListenForPhrasesGMMSession,Bücher,10,,mrh/f5//f54653a6-2449-4799-9d7d-c303647441fd.xml,mrh/f5//f54653a6-2449-4799-9d7d-c303647441fd.wav
f9cabf31-a84f-4956-80a3-f702114ad8f5,61a3f2eb-7e55-4f2a-8ce2-9da87a9da94e,de-DE,male,2022-09-13T17:54:45Z,28204,ListenForPhrasesGMMSession,drei,10,,mrh/f9//f9cabf31-a84f-4956-80a3-f702114ad8f5.xml,mrh/f9//f9cabf31-a84f-4956-80a3-f702114ad8f5.wav
fa888878-8c25-4ea3-a3f0-c380ead1639d,35ead1e1-da23-4a37-97d9-84998b48f78c,de-DE,male,2022-09-13T14:21:51Z,104364,ListenForPhrasesGMMSession,Wann werden wir Fußball spielen?,10,,mrh/fa//fa888878-8c25-4ea3-a3f0-c380ead1639d.xml,mrh/fa//fa888878-8c25-4ea3-a3f0-c380ead1639d.wav
